URL_ID,URL,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_OF_COMPLEX_WORDS,FOG_INDEX,AVG_NUMBER_OF_WORDS_PER_SENTENCE,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,23.0,0.0,0.999999956521741,0.023858921137075807,9.78,0.4498977505112474,4.091959100204499,8.6,220.0,489.0,1.3517382413087935,430.0,10.25357873210634
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,11.0,4.0,0.46666663555555765,0.020718232015582552,12.451612903225806,0.47150259067357514,5.169246197559753,10.870967741935484,182.0,386.0,1.5181347150259068,376.0,10.378238341968911
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5.0,4.0,0.11111109876543349,0.028124999912109375,5.862068965517241,0.43529411764705883,2.51894523326572,4.793103448275862,74.0,170.0,1.6058823529411765,141.0,10.129411764705882
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,20.0,62.0,-0.5121951157049376,0.05954974578100962,32.476190476190474,0.36950146627565983,13.138276776986453,29.095238095238095,252.0,682.0,1.466275659824047,571.0,10.335777126099707
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16.0,15.0,0.032258063475546335,0.042758620630677764,41.125,0.4072948328267477,16.6129179331307,34.0,134.0,329.0,1.6990881458966565,330.0,10.927051671732523
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,61.0,33.0,0.2978723372566773,0.04857881134440371,14.338983050847459,0.3877068557919622,5.890675962655768,12.457627118644067,328.0,846.0,1.1217494089834514,882.0,11.21631205673759
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,42.0,3.0,0.8666666474074078,0.06676557853595612,8.789473684210526,0.39820359281437123,3.675070910809959,7.0,133.0,334.0,1.562874251497006,283.0,10.344311377245509
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5.0,0.0,0.99999980000004,0.013262599434316713,32.5,0.3128205128205128,13.125128205128206,26.666666666666668,61.0,195.0,1.471794871794872,147.0,9.702564102564102
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,21.0,9.0,0.3999999866666671,0.026362038641158134,10.854166666666666,0.3781190019193858,4.492914267434421,8.375,197.0,521.0,1.4702495201535508,432.0,10.656429942418425
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,23.0,8.0,0.4838709521331951,0.050819672047836606,9.25,0.46846846846846846,3.887387387387388,7.611111111111111,156.0,333.0,1.981981981981982,318.0,10.09009009009009
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,13.0,9.0,0.18181817355371938,0.05729166651746962,24.714285714285715,0.34104046242774566,10.022130470685385,23.571428571428573,59.0,173.0,1.5144508670520231,158.0,11.421965317919074
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5.0,0.0,0.99999980000004,0.03164556941996475,15.2,0.5789473684210527,6.311578947368421,14.6,44.0,76.0,2.0526315789473686,73.0,11.171052631578947
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,17.0,32.0,-0.3061224427321951,0.06094527355603822,120.66666666666667,0.27900552486187846,48.37826887661142,109.0,101.0,362.0,1.3204419889502763,336.0,10.591160220994475
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5.0,2.0,0.4285713673469475,0.03804347805411153,14.166666666666666,0.25882352941176473,5.770196078431373,12.666666666666666,22.0,85.0,1.776470588235294,72.0,10.423529411764706
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,43.0,16.0,0.4576271108876761,0.05090595336418813,14.266666666666667,0.4797507788161994,5.898566978193148,12.644444444444444,308.0,642.0,1.6978193146417446,604.0,10.280373831775702
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7.0,13.0,-0.29999998500000075,0.03780718329337016,57.75,0.3852813852813853,23.254112554112556,45.25,89.0,231.0,1.8744588744588744,198.0,11.632034632034632
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,21.0,31.0,-0.19230768860946754,0.04914933832783616,41.5,0.3353413654618474,16.73413654618474,37.75,167.0,498.0,1.3534136546184738,463.0,10.34136546184739
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,21.0,39.0,-0.2999999950000001,0.034944670917329834,23.771428571428572,0.4362980769230769,9.68309065934066,21.542857142857144,363.0,832.0,1.6754807692307692,856.0,11.09735576923077
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,41.0,19.0,0.3666666605555557,0.03434459070730132,28.115384615384617,0.32558139534883723,11.376386404293383,25.423076923076923,238.0,731.0,1.4883720930232558,669.0,11.332421340629274
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29.0,23.0,0.11538461316568052,0.035689773482711205,38.94117647058823,0.3323262839879154,15.70940110183046,33.05882352941177,220.0,662.0,1.6918429003021147,606.0,10.68429003021148
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,25.0,5.0,0.6666666444444451,0.034052213355218824,17.842105263157894,0.40117994100294985,7.2973140816643385,14.947368421052632,136.0,339.0,1.4572271386430677,363.0,11.873156342182892
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,23.0,8.0,0.4838709521331951,0.021954674205414536,49.36363636363637,0.3314917127071823,19.878051230537423,43.36363636363637,180.0,543.0,1.4180478821362799,431.0,11.898710865561695
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,22.0,6.0,0.5714285510204089,0.05970149241001814,39.0,0.4307692307692308,15.772307692307692,36.0,84.0,195.0,1.4974358974358974,192.0,11.276923076923078
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,33.0,16.0,0.3469387684298211,0.030856423154372526,23.12121212121212,0.42857142857142855,9.419913419913419,19.757575757575758,327.0,763.0,1.5779816513761469,724.0,10.760157273918741
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,19.0,57.0,-0.4999999934210527,0.07707910742689746,21.047619047619047,0.3167420814479638,8.545744451626804,18.238095238095237,140.0,442.0,1.6040723981900453,407.0,10.71945701357466
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,41.0,19.0,0.3666666605555557,0.05342831696043782,19.833333333333332,0.23109243697478993,8.02577030812325,16.75,110.0,476.0,1.0798319327731092,395.0,10.72689075630252
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,14.0,37.0,-0.45098038331411017,0.042785234863435204,18.774193548387096,0.281786941580756,7.622392195987141,14.096774193548388,164.0,582.0,1.0996563573883162,469.0,10.168384879725085
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28.0,23.0,0.09803921376393698,0.035540069661644545,10.457142857142857,0.3729508196721312,4.332037470725996,9.085714285714285,273.0,732.0,1.4617486338797814,646.0,10.255464480874316
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,19.0,65.0,-0.5476190410997733,0.08092485541336718,21.363636363636363,0.32340425531914896,8.674816247582205,18.681818181818183,152.0,470.0,1.646808510638298,432.0,10.757446808510638
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40.0,29.0,0.15942028754463353,0.04378172586054459,41.8235294117647,0.38115330520393814,16.881873086787458,37.470588235294116,271.0,711.0,1.3670886075949367,651.0,10.70182841068917
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,18.0,10.0,0.28571427551020445,0.03684210521468144,74.8,0.3502673796791444,30.060106951871656,68.6,131.0,374.0,1.427807486631016,332.0,10.572192513368984
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36.0,21.0,0.26315789012003704,0.04814189185123151,56.90909090909091,0.3722044728434505,22.912518152773742,51.0,233.0,626.0,1.5463258785942493,499.0,10.23482428115016
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,26.0,40.0,-0.21212120890725442,0.03886925792763883,24.529411764705884,0.3513189448441247,9.952292283820004,20.029411764705884,293.0,834.0,1.4160671462829737,799.0,10.482014388489208
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,23.0,10.0,0.3939393820018369,0.009529309844201759,8.324444444444444,0.20715429791777895,3.412639496944889,5.346666666666667,388.0,1873.0,0.7816337426588361,1134.0,9.038974906567004
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,27.0,42.0,-0.21739130119722752,0.03916004538072642,25.0,0.3552941176470588,10.142117647058825,21.441176470588236,302.0,850.0,1.4752941176470589,750.0,10.389411764705882
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29.0,63.0,-0.36956521337429116,0.06108897738307505,37.21739130434783,0.4205607476635514,15.055180820804551,33.26086956521739,360.0,856.0,1.4404205607476634,804.0,9.742990654205608
91,https://insights.blackcoffer.com/human-rights-outlook/,3.0,3.0,0.0,0.03550295836980498,7.3,0.3013698630136986,3.0405479452054798,5.9,22.0,73.0,2.0136986301369864,57.0,11.136986301369863
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,28.0,4.0,0.7499999765625008,0.03312629396156699,28.27777777777778,0.2770137524557957,11.421916612093431,24.22222222222222,141.0,509.0,1.3516699410609037,404.0,9.497053045186641
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,26.0,25.0,0.0196078427527874,0.02786885244378751,35.27272727272727,0.3853092783505155,14.263214620431118,31.90909090909091,299.0,776.0,1.384020618556701,764.0,11.608247422680412
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,44.0,11.0,0.5999999890909093,0.031303357978768716,19.822222222222223,0.36210762331838564,8.073731938216245,16.466666666666665,323.0,892.0,1.4428251121076232,725.0,10.047085201793722
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,25.0,22.0,0.06382978587596201,0.04438149193165109,24.1,0.3630705394190871,9.785228215767637,21.2,175.0,482.0,1.5746887966804979,447.0,11.004149377593361
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,15.0,38.0,-0.43396225596297633,0.02974186305850625,23.692307692307693,0.37012987012987014,9.624975024975026,19.05128205128205,342.0,924.0,1.3311688311688312,804.0,10.316017316017316
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,10.0,37.0,-0.5744680728836581,0.04875518667141578,13.228571428571428,0.3282937365010799,5.422746066029003,11.371428571428572,152.0,463.0,1.5550755939524838,461.0,10.533477321814255
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,28.0,44.0,-0.2222222191358025,0.0594059405450446,51.8,0.36486486486486486,20.865945945945946,48.2,189.0,518.0,1.5386100386100385,556.0,11.274131274131275
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,13.0,22.0,-0.2571428497959186,0.031818181789256196,40.583333333333336,0.4106776180698152,16.39760438056126,38.166666666666664,200.0,487.0,1.728952772073922,538.0,11.22381930184805
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22.0,41.0,-0.30158729680020163,0.04941176466712802,6.581632653061225,0.3798449612403101,2.7845910457206138,4.316326530612245,245.0,645.0,1.7534883720930232,623.0,10.472868217054264
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3.0,2.0,0.199999960000008,0.025906735617063546,7.8,0.2692307692307692,3.227692307692308,6.4,21.0,78.0,1.8461538461538463,69.0,11.346153846153847
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,22.0,38.0,-0.2666666622222223,0.05459508639254314,25.94736842105263,0.3265720081135903,10.509576171666488,22.842105263157894,161.0,493.0,1.7241379310344827,448.0,10.762677484787018
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6.0,23.0,-0.5862068763376939,0.0463258785202462,12.346153846153847,0.3426791277258567,5.075533189551882,10.153846153846153,110.0,321.0,1.6822429906542056,287.0,9.866043613707165
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,25.0,41.0,-0.2424242387511479,0.058928571375956626,69.375,0.4252252252252252,27.92009009009009,60.875,236.0,555.0,1.6126126126126126,505.0,10.657657657657658
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,15.0,30.0,-0.3333333259259261,0.04174397027667535,32.5,0.2967032967032967,13.11868131868132,29.571428571428573,135.0,455.0,1.2659340659340659,435.0,11.195604395604395
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,4.0,2.0,0.33333327777778704,0.015463917485917739,21.7,0.4055299539170507,8.84221198156682,16.4,88.0,217.0,1.792626728110599,228.0,10.055299539170507
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,11.0,2.0,0.6923076390532585,0.02141680391858846,12.0,0.32608695652173914,4.930434782608696,9.304347826086957,90.0,276.0,1.3840579710144927,221.0,10.402173913043478
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,29.0,43.0,-0.19444444174382722,0.06949806943098641,24.80952380952381,0.3704414587332054,10.071986107302806,21.285714285714285,193.0,521.0,1.7332053742802302,484.0,10.63531669865643
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,21.0,24.0,-0.06666666518518523,0.062326869719768876,11.666666666666666,0.2571428571428571,4.76952380952381,10.0,63.0,245.0,1.4489795918367347,282.0,12.506122448979593
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,5.0,34.0,-0.7435897245233405,0.037644787608450976,12.785714285714286,0.30726256983240224,5.237190742218676,10.547619047619047,165.0,537.0,1.4357541899441342,426.0,10.089385474860336
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,12.0,26.0,-0.36842104293628836,0.03700097367380625,25.5,0.3176470588235294,10.327058823529413,21.25,162.0,510.0,1.2568627450980392,540.0,10.66078431372549
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,16.0,49.0,-0.507692299881657,0.06403940880390206,39.30769230769231,0.35812133072407043,15.86632545536655,33.07692307692308,183.0,511.0,2.031311154598826,435.0,10.614481409001957
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,22.0,32.0,-0.18518518175583,0.0427215189535431,14.232558139534884,0.35130718954248363,5.833546131630947,11.930232558139535,215.0,612.0,1.5751633986928104,553.0,10.42483660130719
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,32.0,33.0,-0.015384615147928998,0.041693393174026046,54.15384615384615,0.3380681818181818,21.796765734265733,44.46153846153846,238.0,704.0,1.390625,618.0,10.785511363636363
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,24.0,41.0,-0.261538457514793,0.035675082307532885,30.483870967741936,0.33650793650793653,12.328151561699949,26.032258064516128,318.0,945.0,1.492063492063492,822.0,9.788359788359788
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,6.0,16.0,-0.4545454338842984,0.025085518785535325,34.666666666666664,0.2467948717948718,13.965384615384615,32.55555555555556,77.0,312.0,1.3814102564102564,340.0,12.032051282051283
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,33.0,70.0,-0.359223297483269,0.05342323648681367,20.591836734693878,0.354806739345887,8.378657389615906,17.3265306122449,358.0,1009.0,1.3944499504459862,827.0,10.004955401387512
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,25.0,45.0,-0.2857142816326531,0.055031446497616786,23.40909090909091,0.28932038834951457,9.47936451897617,20.227272727272727,149.0,515.0,1.3572815533980582,471.0,11.219417475728156
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,6.0,13.0,-0.36842103324099823,0.056716417741145025,11.058823529411764,0.34574468085106386,4.5618272841051315,8.352941176470589,65.0,188.0,1.627659574468085,218.0,9.702127659574469
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,38.0,70.0,-0.2962962935528121,0.050396640200468204,71.66666666666667,0.36093023255813955,28.81103875968992,55.2,388.0,1075.0,1.4325581395348836,943.0,10.428837209302326
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,27.0,54.0,-0.33333332921810704,0.05068836041884332,27.545454545454547,0.2722772277227723,11.127092709270928,24.90909090909091,165.0,606.0,1.344884488448845,641.0,11.801980198019802
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,27.0,57.0,-0.35714285289115655,0.04938271602035113,10.095238095238095,0.31014150943396224,4.162151841868822,8.071428571428571,263.0,848.0,1.4504716981132075,745.0,10.066037735849056
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,33.0,63.0,-0.31249999674479173,0.053185595538401326,11.88888888888889,0.3399532710280374,4.8915368639667705,10.375,291.0,856.0,1.4988317757009346,820.0,10.754672897196262
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,40.0,63.0,-0.22330096870581584,0.053092783477787224,6.269005847953216,0.38152985074626866,2.660214279479794,5.011695906432749,409.0,1072.0,1.3852611940298507,883.0,9.64365671641791
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,50.0,15.0,0.538461530177515,0.0355579868514453,73.5,0.4126984126984127,29.56507936507937,64.83333333333333,364.0,882.0,1.626984126984127,858.0,10.759637188208616
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,11.0,18.0,-0.24137930202140337,0.034400948950888556,59.714285714285715,0.3229665071770335,24.014900888585103,50.57142857142857,135.0,418.0,1.5119617224880382,358.0,10.222488038277511
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,32.0,80.0,-0.428571424744898,0.07017543855252165,57.357142857142854,0.36488169364881695,23.08880982031667,50.42857142857143,293.0,803.0,1.4570361145703612,723.0,10.444582814445829
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,27.0,40.0,-0.19402984785030078,0.06815869779434518,36.0,0.3525641025641026,14.54102564102564,31.307692307692307,165.0,468.0,1.4978632478632479,380.0,10.292735042735043
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0.0,22.0,-0.9999999545454565,0.03259259254430727,4.333333333333333,0.36182336182336183,1.878062678062678,3.3703703703703702,127.0,351.0,1.5441595441595442,300.0,10.31054131054131
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,19.0,50.0,-0.4492753558076036,0.041342121005786624,10.452380952380953,0.34054669703872437,4.317171059767872,8.630952380952381,299.0,878.0,1.2517084282460136,746.0,10.029612756264237
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,74.0,29.0,0.4368931996418136,0.05926352125473905,21.404761904761905,0.3870967741935484,8.716743471582182,18.666666666666668,348.0,899.0,1.5839822024471635,788.0,10.233592880978865
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,21.0,19.0,0.04999999875000003,0.02943340689519249,6.133928571428571,0.363901018922853,2.59913183614057,4.919642857142857,250.0,687.0,1.413391557496361,642.0,10.490538573508006
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,47.0,28.0,0.25333332995555563,0.0751503005259015,8.0,0.4665492957746479,3.386619718309859,6.985915492957746,265.0,568.0,1.8785211267605635,533.0,10.327464788732394
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10.0,15.0,-0.19999999200000032,0.0672043008946121,40.6,0.4039408866995074,16.401576354679804,36.2,82.0,203.0,1.916256157635468,221.0,10.472906403940886
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,3.0,5.0,-0.24999996875000394,0.02380952373866213,23.666666666666668,0.2746478873239437,9.576525821596245,21.333333333333332,39.0,142.0,1.4225352112676057,132.0,10.97887323943662
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.0,15.0,-0.9999999333333378,0.03703703694558756,13.384615384615385,0.40229885057471265,5.51476569407604,11.923076923076923,70.0,174.0,1.6781609195402298,166.0,11.189655172413794
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4.0,3.0,0.1428571224489825,0.029535864854279052,17.333333333333332,0.3557692307692308,7.075641025641025,13.333333333333334,37.0,104.0,1.8076923076923077,94.0,11.211538461538462
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5.0,9.0,-0.2857142653061239,0.05405405384535114,9.0,0.46296296296296297,3.7851851851851857,8.166666666666666,50.0,108.0,2.3333333333333335,116.0,12.018518518518519
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,32.0,15.0,0.3617021199637847,0.07717569773862776,6.416666666666667,0.4967532467532468,2.765367965367966,5.541666666666667,153.0,308.0,2.0259740259740258,331.0,11.006493506493506
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,11.0,47.0,-0.6206896444708683,0.05609284327263748,32.4375,0.3044315992292871,13.096772639691716,28.3125,158.0,519.0,1.394990366088632,424.0,9.99421965317919
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,6.0,39.0,-0.7333333170370374,0.04596527063742056,9.145833333333334,0.3052391799544419,3.780429005315111,7.833333333333333,134.0,439.0,1.4943052391799545,399.0,10.856492027334852
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,32.0,65.0,-0.3402061820597301,0.0534729878426279,5.53125,0.3807909604519774,2.364816384180791,4.575,337.0,885.0,1.5096045197740113,902.0,10.501694915254237
